iter	MultiClass
123	0.7245589589
124	0.7239822563
125	0.7228180534
126	0.722110714
127	0.721280278
128	0.7209583642
129	0.720208766
130	0.7195724149
131	0.7186724353
132	0.7181450438
133	0.7176227694
134	0.7170163244
135	0.7167052632
136	0.7161773829
137	0.7154052835
138	0.7148982139
139	0.7139236995
140	0.7134830904
141	0.7127291906
142	0.7118592072
143	0.711295877
144	0.7105815304
145	0.7101845958
146	0.7097974849
147	0.7092283104
148	0.7085256356
149	0.7079177926
150	0.7070446762
151	0.706635496
152	0.7059681704
153	0.7051550971
154	0.7047262758
155	0.7042877037
156	0.7038590648
157	0.7029039272
158	0.7023496142
159	0.7013156045
160	0.700663991
161	0.6998283019
162	0.6990300376
163	0.6986008779
164	0.698130843
165	0.6975421276
166	0.6971316735
167	0.696164542
168	0.6955022369
169	0.6947835419
170	0.6941211098
171	0.6935325369
172	0.6929353579
173	0.6922808505
174	0.6916829967
175	0.6906930628
176	0.6901043909
177	0.6891639682
178	0.68851575
179	0.6878033867
180	0.6873553646
181	0.6867182099
182	0.6861469863
183	0.685811106
184	0.6853487462
185	0.6847461768
186	0.6841666653
187	0.68363968
188	0.6831878323
189	0.6826628593
190	0.6815573741
191	0.6811424862
192	0.6803029672
193	0.6795803655
194	0.6792033244
195	0.6788873409
196	0.6784015279
197	0.6775137332
198	0.6766939097
199	0.6762873891
200	0.6756828802
201	0.6752395463
202	0.6742901314
203	0.6739212325
204	0.6732528398
205	0.6730022107
206	0.6722023391
207	0.6712952108
208	0.6706462302
209	0.670232007
210	0.6699204877
211	0.6693333739
212	0.6688149731
213	0.6683434294
214	0.6674635162
215	0.6670535585
216	0.6664270921
217	0.6659835518
218	0.6653293878
219	0.6647513349
220	0.6640886615
221	0.6633454828
222	0.6626306468
223	0.6622854167
224	0.662125037
225	0.6613559084
226	0.6610596444
227	0.6604458109
228	0.6599221005
229	0.6594091389
230	0.6590724401
231	0.6586486974
232	0.6579638296
233	0.6570492002
234	0.6566834937
235	0.6562387539
236	0.655373195
237	0.6547458686
238	0.6542734817
239	0.6539557699
240	0.6533196673
241	0.6527842651
242	0.6523448008
243	0.6516592135
244	0.6512206983
245	0.6504690794
246	0.649844166
247	0.6494449075
248	0.6491817874
249	0.6487997602
250	0.6482647579
251	0.6478080034
252	0.6469725957
253	0.646360141
254	0.6456848614
255	0.6454058874
256	0.6449069704
257	0.6443083584
258	0.6436127411
259	0.6431073943
260	0.6426869199
261	0.6421374876
262	0.6417076474
263	0.6411365676
264	0.6407831877
265	0.6405185331
266	0.6399848325
267	0.6397043992
268	0.6389265676
269	0.638659095
270	0.6382346161
271	0.6376974256
272	0.6374890349
273	0.6367993908
274	0.6361819057
275	0.6355936173
276	0.6351860955
277	0.6345298895
278	0.6341282826
279	0.633698757
280	0.6332301734
281	0.6328313065
282	0.6326178458
283	0.6321874193
284	0.6315584903
285	0.6310335849
286	0.6304564955
287	0.6297664057
288	0.629080959
289	0.628398698
290	0.6279138535
291	0.627573658
292	0.6272164965
293	0.6269499722
294	0.6265650267
295	0.626216232
296	0.6259936223
297	0.6255939449
298	0.6247983157
299	0.624182393
300	0.6238373897
301	0.6236484482
302	0.623372412
303	0.6228437954
304	0.6223475546
305	0.622002434
306	0.6215439907
307	0.6211424185
308	0.6208434051
309	0.6204220722
310	0.6198719304
311	0.6193061868
312	0.6187997993
313	0.6183133608
314	0.6179738855
315	0.6174011136
316	0.6169829811
317	0.6167427021
318	0.6161801128
319	0.6155594472
320	0.6150577906
321	0.6145574205
322	0.6139092391
323	0.6135026859
324	0.613058242
325	0.6126921447
326	0.612351554
327	0.61197034
328	0.611593281
329	0.6110004674
330	0.6106906557
331	0.6099878287
332	0.609624269
333	0.6092077739
334	0.6088598207
335	0.6084282616
336	0.6081072231
337	0.6077388909
338	0.6073136447
339	0.6066579126
340	0.6062089305
341	0.6056750453
342	0.6051330134
343	0.6047862671
344	0.6042948033
345	0.6037596412
346	0.6034974381
347	0.6031821417
348	0.6026294454
349	0.6021412466
350	0.6017640439
351	0.601616853
352	0.6012207252
353	0.6009836643
354	0.6005493796
355	0.6001702873
356	0.599656775
357	0.5993917644
358	0.5989572172
359	0.598607855
360	0.5983495532
361	0.5977656572
362	0.5971571835
363	0.5962380466
364	0.5959252787
365	0.5952870015
366	0.5947539822
367	0.5943740178
368	0.593983215
369	0.5935622522
370	0.5928036788
371	0.5924641108
372	0.591996978
373	0.5915318892
374	0.5910878739
375	0.5906250856
376	0.5901124747
377	0.5898047973
378	0.589258527
379	0.5889606246
380	0.5884148027
381	0.587794148
382	0.5873005018
383	0.5869397878
384	0.5863713183
385	0.5856464597
386	0.5854080018
387	0.5848921189
388	0.5843829961
389	0.5835532384
390	0.5830859753
391	0.5827770771
392	0.5817999982
393	0.5812461492
394	0.5805614246
395	0.5798874854
396	0.5792151992
397	0.5783248827
398	0.5778036125
399	0.5771348309
400	0.576769311
401	0.5762110646
402	0.5758670628
403	0.5754815677
404	0.5752338514
405	0.5749496195
406	0.5743710179
407	0.5736688387
408	0.5733309444
409	0.5728153085
410	0.5723457092
411	0.5720171627
412	0.5715640034
413	0.5710682327
414	0.5705829978
415	0.5701781879
416	0.5699629139
417	0.569560757
418	0.5693442541
419	0.5691033915
420	0.5688189018
421	0.5682718126
422	0.567697988
423	0.567342983
424	0.5669333954
425	0.5666741877
426	0.5664272461
427	0.5659354796
428	0.5655435162
429	0.5650006485
430	0.5645386625
431	0.5642173777
432	0.5639220187
433	0.5634993783
434	0.5631460026
435	0.5626509376
436	0.5621664494
437	0.5617351348
438	0.5612780754
439	0.5609728155
440	0.5605418999
441	0.5600493204
442	0.5596892389
443	0.5593182392
444	0.5589152219
445	0.5587512871
446	0.5583632315
447	0.5580376976
448	0.557541049
449	0.5569990159
450	0.5564806275
451	0.5559530806
452	0.5554225052
453	0.554940936
454	0.5545649526
455	0.5543543539
456	0.5538947816
457	0.5534705379
458	0.553187224
459	0.5528278646
460	0.5523515413
461	0.5519311204
462	0.5515541989
463	0.5510906097
464	0.5507923905
465	0.5504774891
466	0.5502678568
467	0.5497796739
468	0.549475025
469	0.5489828235
470	0.5485312282
471	0.5481016639
472	0.5473447446
473	0.5469682084
474	0.5466333782
475	0.5462646479
476	0.5459528347
477	0.5453705133
478	0.5449744947
479	0.544654671
480	0.5444117037
481	0.5438887952
482	0.5435827744
483	0.5431525724
484	0.5427503989
485	0.5421768683
486	0.5416962605
487	0.541372504
488	0.5408601838
489	0.540699813
490	0.5403606858
491	0.5398898819
492	0.5396446129
493	0.5390038024
494	0.5386007405
495	0.5382078414
496	0.5378175769
497	0.5374749488
498	0.5370146596
499	0.5366502213
500	0.5361160384
501	0.5358400701
502	0.5355561943
503	0.5353023113
504	0.5349461579
505	0.5345884262
506	0.5340787103
507	0.5338201497
508	0.5333374297
509	0.5330978166
510	0.5325084624
511	0.532063528
512	0.5316006199
513	0.5311677292
514	0.5307963383
515	0.5304012354
516	0.5299711805
517	0.5296802651
518	0.5294165752
519	0.5290715786
520	0.5286224084
521	0.5282630024
522	0.5279140901
523	0.5275238328
524	0.527221922
525	0.5268348512
526	0.5265859136
527	0.5263734917
528	0.5255178097
529	0.5253044486
530	0.5246804263
531	0.5242925633
532	0.5240761318
533	0.5236516655
534	0.5233764345
535	0.5230905822
536	0.5225928686
537	0.5222331903
538	0.5217128829
539	0.5214448954
540	0.5209830495
541	0.5206088177
542	0.5199044056
543	0.5194725442
544	0.5192055527
545	0.5187815082
546	0.5182776947
547	0.5180612552
548	0.5175778837
549	0.5170308607
550	0.5164733946
551	0.5160062439
552	0.5152250912
553	0.5147134073
554	0.514490255
555	0.5141630534
556	0.5138402838
557	0.5135614628
558	0.5132510422
559	0.5129558413
560	0.5126267565
561	0.5122344729
562	0.5117413567
563	0.5114159315
564	0.51109007
565	0.5108386044
566	0.5106014346
567	0.5102443463
568	0.5096892974
569	0.5093642569
570	0.5090089518
571	0.5086404071
572	0.5084394368
573	0.5081187674
574	0.5077456076
575	0.5075623521
576	0.5071494877
577	0.5068914579
578	0.5065366107
579	0.5063460282
580	0.5061066595
581	0.5056901285
582	0.5054246077
583	0.5053124374
584	0.5049352829
585	0.504477134
586	0.5040942703
587	0.5036680009
588	0.5033228161
589	0.5027963579
590	0.502450839
591	0.5020495413
592	0.501772787
593	0.5014578205
594	0.5012118674
595	0.5009502834
596	0.5006913798
597	0.5004599079
598	0.5001025667
599	0.4998378651
600	0.4992792517
601	0.498835187
602	0.4981611553
603	0.4978165254
604	0.4972510082
605	0.4970184936
606	0.4967480098
607	0.4964788419
608	0.4960982039
609	0.4958008337
610	0.4953847202
611	0.4950869172
612	0.4947473717
613	0.4945315148
614	0.4941135901
615	0.4936360533
616	0.4934013325
617	0.4929162736
618	0.4925930786
619	0.4922705043
620	0.4920373531
621	0.491750717
622	0.4912136329
623	0.4909597036
624	0.4903379233
625	0.4899950129
626	0.4896322433
627	0.4888611957
628	0.4885610668
629	0.4883482867
630	0.4879905247
631	0.4877386007
632	0.4873846969
633	0.4872358258
634	0.4865827392
635	0.4863757533
636	0.4861094847
637	0.4859293039
638	0.4856443686
639	0.485230071
640	0.48489839
641	0.4846877235
642	0.4844204328
643	0.4840827405
644	0.4837018056
645	0.4830537303
646	0.4824564028
647	0.4818569989
648	0.481374408
649	0.4807609471
650	0.4804578803
651	0.4801482012
652	0.4797753133
653	0.479596493
654	0.4793814055
655	0.4790114004
656	0.4786822145
657	0.4784094256
658	0.4779093653
659	0.4777401923
660	0.477334082
661	0.4770638198
662	0.4768009638
663	0.476492312
664	0.4761432685
665	0.4757960863
666	0.475566623
667	0.4753376806
668	0.4747411554
669	0.4745585741
670	0.4743525347
671	0.4740962843
672	0.4737329237
673	0.4733836911
674	0.4731114605
675	0.4727803801
676	0.4725382548
677	0.4720065296
678	0.4716195817
679	0.4710847162
680	0.470872508
681	0.470606104
682	0.4702034401
683	0.4699016279
684	0.4693724141
685	0.469098007
686	0.4686790513
687	0.4683495389
688	0.4680448338
689	0.4677518128
690	0.4673024554
691	0.4668307076
692	0.4665107537
693	0.4660727104
694	0.4658449602
695	0.4656249184
696	0.4654255367
697	0.4652419599
698	0.4650077447
699	0.4647688421
700	0.464322593
701	0.4641396179
702	0.463975925
703	0.4633097275
704	0.4630578218
705	0.4628017083
706	0.4622428965
707	0.4620739422
708	0.4617910821
709	0.4614019163
710	0.461011071
711	0.4606336912
712	0.4602782996
713	0.4600078938
714	0.4595969906
715	0.4591302369
716	0.4589157917
717	0.4586885744
718	0.4582654679
719	0.4577906115
720	0.4576271617
721	0.4574304418
722	0.4572613133
723	0.4568764048
724	0.4566814612
725	0.4563224478
726	0.4559129837
727	0.4556378547
728	0.4554480746
729	0.4551839804
730	0.4548269637
731	0.4544137859
732	0.4539505845
733	0.4536448739
734	0.4533270428
735	0.4529216725
736	0.452698746
737	0.4524762808
738	0.4521714526
739	0.4519760269
740	0.4515817068
741	0.4511982735
742	0.4509748475
743	0.4506911373
744	0.4504995293
745	0.4501884698
746	0.4498745575
747	0.4495623041
748	0.4491298884
749	0.4489376688
750	0.4483377546
751	0.4480840702
752	0.4478038655
753	0.4476192953
754	0.447321154
755	0.4470728453
756	0.4466696773
757	0.4462708901
758	0.4458582264
759	0.4455722921
760	0.4451861108
761	0.4448227015
762	0.4445266139
763	0.4440965244
764	0.443710949
765	0.4434780912
766	0.4432244909
767	0.4429524392
768	0.4424874002
769	0.4421520961
770	0.4419516682
771	0.4416112931
772	0.4411368909
773	0.4409204622
774	0.4407593419
775	0.4404230031
776	0.4401628566
777	0.4399000177
778	0.4395860984
779	0.4392797767
780	0.4389679837
781	0.4388073686
782	0.4385755773
783	0.4380730549
784	0.4377111488
785	0.4375649847
786	0.4373390162
787	0.4370191238
788	0.4368601286
789	0.4364378608
790	0.4361573325
791	0.4358116298
792	0.4356202338
793	0.4353941337
794	0.4350588881
795	0.4347288104
796	0.4343835441
797	0.4340376128
798	0.4338351088
799	0.4333529117
800	0.4331018316
801	0.432824761
802	0.4326611571
803	0.4323577333
804	0.4320151905
805	0.4318946846
806	0.4314475793
807	0.4311009741
808	0.4308796113
809	0.4306833369
810	0.4303285595
811	0.4299092149
812	0.4297235356
813	0.4294936569
814	0.4292409609
815	0.428899624
816	0.4285671617
817	0.428487825
818	0.4280752251
819	0.4279149233
820	0.4276677752
821	0.4273391408
822	0.4270552789
823	0.4267700145
824	0.4263630254
825	0.4259688731
826	0.4258233871
827	0.4255983585
828	0.4252983315
829	0.4250801568
830	0.4247128944
831	0.4244546007
832	0.4240931327
833	0.4238615613
834	0.4237497356
835	0.4234599286
836	0.4230320609
837	0.422722429
838	0.4224161016
839	0.4221022942
840	0.4218573182
841	0.4216667717
842	0.421440579
843	0.4210720066
844	0.4208423045
845	0.4206171732
846	0.4203589985
847	0.419978031
848	0.4196299394
849	0.4192690695
850	0.4190677058
851	0.418767961
852	0.4184973361
853	0.4181530596
854	0.4178055028
855	0.4176070973
856	0.4172693539
857	0.4169125235
858	0.4167170104
859	0.4165080634
860	0.4163752941
861	0.4161645461
862	0.4159252252
863	0.4155835867
864	0.4153678024
865	0.4151659364
866	0.4149243914
867	0.4145926547
868	0.4142939182
869	0.4139105797
870	0.4137283819
871	0.4132453312
872	0.4130751748
873	0.4128054111
874	0.4125534436
875	0.4122963092
876	0.4119397302
877	0.4116513474
878	0.411362716
879	0.4111656986
880	0.4108134879
881	0.4106342614
882	0.4103013285
883	0.4101017448
884	0.4099405004
885	0.4096488527
886	0.4095005195
887	0.4092049946
888	0.409011572
889	0.408873043
890	0.4084830294
891	0.408342232
892	0.4081755866
893	0.4079033937
894	0.4076993389
895	0.407118515
896	0.4069608301
897	0.4066401582
898	0.4062434921
899	0.4058068557
900	0.4055806002
901	0.4053349253
902	0.4051428534
903	0.4048360285
904	0.4044955004
905	0.4043350004
906	0.4040436897
907	0.4038210851
908	0.4035299153
909	0.4032645498
910	0.403061168
911	0.4028646437
912	0.4027697108
913	0.4026119068
914	0.4022853408
915	0.4021154182
916	0.4019659749
917	0.4018226662
918	0.4015329486
919	0.4013171506
920	0.4010535013
921	0.4009036062
922	0.4006731452
923	0.4004483734
924	0.4002763128
925	0.4000157433
926	0.3997358082
927	0.3995464177
928	0.3992876518
929	0.3989614454
930	0.3987076349
931	0.3986187037
932	0.3984705675
933	0.3980849255
934	0.3978292725
935	0.3976540206
936	0.3974366568
937	0.3972857229
938	0.3970930596
939	0.3969029535
940	0.396474829
941	0.3959958296
942	0.3957604495
943	0.3955437696
944	0.395346048
945	0.3949361937
946	0.3945135336
947	0.3940669131
948	0.393817932
949	0.3934113567
950	0.3933118579
951	0.3930232564
952	0.3927516161
953	0.3925181025
954	0.3922619419
955	0.3919775561
956	0.3917289444
957	0.3915796639
958	0.3912741719
959	0.3908736634
960	0.3906840682
961	0.3901789683
962	0.3898950482
963	0.3896521804
964	0.3894037413
965	0.3891260983
966	0.3888434672
967	0.3884738476
968	0.3882691921
969	0.3880708643
970	0.3877782676
971	0.3875289203
972	0.387275897
973	0.3869598974
974	0.3865608885
975	0.3861813767
976	0.3859175002
977	0.3856233455
978	0.3853367144
979	0.3851683083
980	0.3849289158
981	0.3848354637
982	0.3845748972
983	0.3842830118
984	0.384002626
985	0.3837239148
986	0.3832836981
987	0.3830609797
988	0.3828136947
989	0.3824504255
990	0.3820325364
991	0.3817072452
992	0.3813290782
993	0.3808816676
994	0.380437608
995	0.3803296656
996	0.3801871975
997	0.3799690298
998	0.3797191542
999	0.3794833367
